1240.0002912024931,1
1240.0002912024931,2
1280.0005496353945,3
1280.0005496353945,4
1280.000549883649,5
1280.000549883649,6
1280.0005501319035,7
1280.0005501319035,8
1280.000550380158,9
1280.000550380158,10
1280.0005506284126,11
1280.0005506284126,12
1280.0005508766671,13
1280.0005508766671,14
1280.0005511249217,15
1280.0005511249217,16
1280.0005513731762,17
1280.0005513731762,18
1280.0005516214308,19
1280.0005516214308,20
1280.0005518696853,21
1280.0005518696853,22
1280.0005521179398,23
1280.0005521179398,24
1280.0005523661944,25
1280.0005523661944,26
1280.000552614449,27
1280.000552614449,28
1280.0005528627034,29
1280.0005528627034,30
1280.000553110958,31
1280.000553110958,32
1280.0005533592125,33
1280.0005533592125,34
1280.000553607467,35
1280.000553607467,36
1280.0005538557216,37
1280.0005538557216,38
1280.0005541039761,39
1280.0005541039761,40
1280.0005543522307,41
1280.0005543522307,42
1280.0005546004852,43
1280.0005546004852,44
1280.0005548487397,45
1280.0005548487397,46
1280.0005550969943,47
1280.0005550969943,48
1280.0005553452488,49
1280.0005553452488,50
1280.0005555935033,51
1280.0005555935033,52
1280.000555841758,53
1280.000555841758,54
1280.0005560900124,55
1280.0005560900124,56
1280.000556338267,57
1280.000556338267,58
1280.0005565865215,59
1280.0005565865215,60
1280.000556834776,61
1280.000556834776,62
1280.0005570830306,63
1280.0005570830306,64
6852.018351731022,65
8212.025298388295,66
8252.025564268746,67
1240.0002912024931,1
1240.0002912024931,2
1280.0005496353945,3
1280.0005496353945,4
1280.000549883649,5
1280.000549883649,6
1280.0005501319035,7
1280.0005501319035,8
1280.000550380158,9
1280.000550380158,10
1280.0005506284126,11
1280.0005506284126,12
1280.0005508766671,13
1280.0005508766671,14
1280.0005511249217,15
1280.0005511249217,16
1280.0005513731762,17
1280.0005513731762,18
1280.0005516214308,19
1280.0005516214308,20
1280.0005518696853,21
1280.0005518696853,22
1280.0005521179398,23
1280.0005521179398,24
1280.0005523661944,25
1280.0005523661944,26
1280.000552614449,27
1280.000552614449,28
1280.0005528627034,29
1280.0005528627034,30
1280.000553110958,31
1280.000553110958,32
1280.0005533592125,33
1280.0005533592125,34
1280.000553607467,35
1280.000553607467,36
1280.0005538557216,37
1280.0005538557216,38
1280.0005541039761,39
1280.0005541039761,40
1280.0005543522307,41
1280.0005543522307,42
1280.0005546004852,43
1280.0005546004852,44
1280.0005548487397,45
1280.0005548487397,46
1280.0005550969943,47
1280.0005550969943,48
1280.0005553452488,49
1280.0005553452488,50
1280.0005555935033,51
1280.0005555935033,52
1280.000555841758,53
1280.000555841758,54
1280.0005560900124,55
1280.0005560900124,56
1280.000556338267,57
1280.000556338267,58
1280.0005565865215,59
1280.0005565865215,60
1280.000556834776,61
1280.000556834776,62
1280.0005570830306,63
1280.0005570830306,64
6852.018351731022,65
8212.025298388295,66
8252.025564268746,67
1240.0002912024931,1
1240.0002912024931,2
1280.0005496353945,3
1280.0005496353945,4
1280.000549883649,5
1280.000549883649,6
1280.0005501319035,7
1280.0005501319035,8
1280.000550380158,9
1280.000550380158,10
1280.0005506284126,11
1280.0005506284126,12
1280.0005508766671,13
1280.0005508766671,14
1280.0005511249217,15
1280.0005511249217,16
1280.0005513731762,17
1280.0005513731762,18
1280.0005516214308,19
1280.0005516214308,20
1280.0005518696853,21
1280.0005518696853,22
1280.0005521179398,23
1280.0005521179398,24
1280.0005523661944,25
1280.0005523661944,26
1280.000552614449,27
1280.000552614449,28
1280.0005528627034,29
1280.0005528627034,30
1280.000553110958,31
1280.000553110958,32
1280.0005533592125,33
1280.0005533592125,34
1280.000553607467,35
1280.000553607467,36
1280.0005538557216,37
1280.0005538557216,38
1280.0005541039761,39
1280.0005541039761,40
1280.0005543522307,41
1280.0005543522307,42
1280.0005546004852,43
1280.0005546004852,44
1280.0005548487397,45
1280.0005548487397,46
1280.0005550969943,47
1280.0005550969943,48
1280.0005553452488,49
1280.0005553452488,50
1280.0005555935033,51
1280.0005555935033,52
1280.000555841758,53
1280.000555841758,54
1280.0005560900124,55
1280.0005560900124,56
1280.000556338267,57
1280.000556338267,58
1280.0005565865215,59
1280.0005565865215,60
1280.000556834776,61
1280.000556834776,62
1280.0005570830306,63
1280.0005570830306,64
6852.018351731022,65
8212.025298388295,66
8252.025564268746,67
1240.0002912024931,1
1240.0002912024931,2
1280.0005496353945,3
1280.0005496353945,4
1280.000549883649,5
1280.000549883649,6
1280.0005501319035,7
1280.0005501319035,8
1280.000550380158,9
1280.000550380158,10
1280.0005506284126,11
1280.0005506284126,12
1280.0005508766671,13
1280.0005508766671,14
1280.0005511249217,15
1280.0005511249217,16
1280.0005513731762,17
1280.0005513731762,18
1280.0005516214308,19
1280.0005516214308,20
1280.0005518696853,21
1280.0005518696853,22
1280.0005521179398,23
1280.0005521179398,24
1280.0005523661944,25
1280.0005523661944,26
1280.000552614449,27
1280.000552614449,28
1280.0005528627034,29
1280.0005528627034,30
1280.000553110958,31
1280.000553110958,32
1280.0005533592125,33
1280.0005533592125,34
1280.000553607467,35
1280.000553607467,36
1280.0005538557216,37
1280.0005538557216,38
1280.0005541039761,39
1280.0005541039761,40
1280.0005543522307,41
1280.0005543522307,42
1280.0005546004852,43
1280.0005546004852,44
1280.0005548487397,45
1280.0005548487397,46
1280.0005550969943,47
1280.0005550969943,48
1280.0005553452488,49
1280.0005553452488,50
1280.0005555935033,51
1280.0005555935033,52
1280.000555841758,53
1280.000555841758,54
1280.0005560900124,55
1280.0005560900124,56
1280.000556338267,57
1280.000556338267,58
1280.0005565865215,59
1280.0005565865215,60
1280.000556834776,61
1280.000556834776,62
1280.0005570830306,63
1280.0005570830306,64
6852.018351731022,65
8212.025298388295,66
8252.025564268746,67
